ID	Phylum	Type
1f0532e025d966a685fd0d1f3144bc8a	p_Firmicutes	Commensal_microbes
209b0f9c375da503e050c43a24e70855	p_Firmicutes	Commensal_microbes
221dbaf580e1944a357a16526a4ca143	p_Firmicutes	Commensal_microbes
223c37a1f0ce7e3e239d0510ae3eb7c1	p_Fusobacteria	Commensal_microbes
224102d609b83a172b11bd9115107f16	p_Bacteroidetes	Commensal_microbes
22b3c70cdfb1714224e1bf8a6314bee9	p_Firmicutes	Commensal_microbes
2359b6a4d6a1188eac7ed4daae3e165f	p_Actinobacteria	Commensal_microbes
23bd044024010c3ba28e2542b98a22e1	p_Actinobacteria	Potential_pathogens
263e41ea2c25dc87bd2ff5910cf30d40	p_Firmicutes	Commensal_microbes
2721fd42d5373667f111c60faaf21eac	p_Actinobacteria	Commensal_microbes
2740cf2417c92847cc298cbd71dd1fcd	p_Firmicutes	Commensal_microbes
283fbda88937bcb5281d9d201f12780e	p_Bacteroidetes	Commensal_microbes
28f6d2471b912b53ca49e5f0e48f7a7f	p_Proteobacteria	Potential_pathogens
293cc7ea49411a290b694fa60d27271a	p_Spirochaetes	Potential_pathogens
29a26acc2d7ec57f7835aa66dd1cf82f	p_Bacteroidetes	Commensal_microbes
29f83e66700f19358051530ce2f68e96	p_Actinobacteria	Commensal_microbes
29fbc7e5021229480248fa7466a499a2	p_Firmicutes	Commensal_microbes
2a9a3b52625c7372cebd6cf4ec05d13e	p_Bacteroidetes	Commensal_microbes
2b869347e522205f1c4a919196e6b45b	p_Fusobacteria	Commensal_microbes
2ba6fd42d2747428cad67ec783b4131d	p_Spirochaetes	Commensal_microbes
2bd9309f2f97cae51d18d06ea1ca519a	p_Firmicutes	Commensal_microbes
2c79c63cbe2431fb26273878631cf564	p_Bacteroidetes	Commensal_microbes
2c982937754e6321f861027032db80f7	p_Bacteroidetes	Potential_pathogens
2d12e22c058f6a1822a86b72e6274d05	p_Bacteroidetes	Potential_pathogens
2ddd42722497082a323c3317657ae6c0	p_Firmicutes	Commensal_microbes
2df371c65a7a3622b70415bd07c4081f	p_Firmicutes	Commensal_microbes
2e4f2b53b856c4def6d021d01f5abb70	p_Firmicutes	Commensal_microbes
2f3da68606254b35e1d68615524c6815	p_Bacteroidetes	Commensal_microbes
300568e1ddcb6356519af1a75ab2df4b	p_Firmicutes	Commensal_microbes
304a8d1fb0f5543cf1c23064bfe3691c	p_Firmicutes	Commensal_microbes
306885bb108656641ce13c5a740ef46c	p_Firmicutes	Commensal_microbes
310ab433faac5fab0765d87127d7578f	p_Epsilonbacteraeota	Commensal_microbes
31175682ecddf94b762bb23e6acdb1a0	p_Proteobacteria	Commensal_microbes
315ca0a729f126b941ba111a16d4d97a	p_Actinobacteria	Commensal_microbes
31ae90207edd94c7ec56db3a9778c2e7	p_Bacteroidetes	Potential_pathogens
31f567f59096ed2d57feecc6c3621a58	p_Bacteroidetes	Commensal_microbes
32f8fd11d2bee278d609a1d4ab767554	p_Bacteroidetes	Potential_pathogens
333bbf9224442fc10cd497377d2b1d01	p_Bacteroidetes	Commensal_microbes
33518e48b174ac428cb7be1a216c6c6e	p_Firmicutes	Commensal_microbes
35cbb315e019e0a8768d4b73862df415	p_Actinobacteria	Commensal_microbes
35ffcc3b809d667286737d79670b8de5	p_Actinobacteria	Commensal_microbes
366bb3ddd63d135bec172051cf2cfe0a	p_Actinobacteria	Commensal_microbes
36ce67b3fecce277df99829617975495	p_Actinobacteria	Commensal_microbes
36d9ad396b85196c9b4cf68b81789585	p_Firmicutes	Commensal_microbes
37ab4ef1ea2e1b3c05fc73c9da192b05	p_Firmicutes	Commensal_microbes
385197fd9f310da44597d7a6a8ad6916	p_Bacteroidetes	Potential_pathogens
3860fb8719be03e4c32923cb8339c30b	p_Bacteroidetes	Commensal_microbes
3916a456bb0a3bfd02c15fd537ff5923	p_Firmicutes	Commensal_microbes
39414efe8e809129734b7c33d06c42b7	p_Firmicutes	Potential_pathogens
394eda29c886632f514dd94b58381186	p_Proteobacteria	Commensal_microbes
39affe4f24aab02b897ece4e7d11f23d	p_Bacteroidetes	Commensal_microbes
3a44838b7ae01d12d6931bd50e0479c5	p_Bacteroidetes	Potential_pathogens
3bac14d2805bf995afe9d316a5777b1e	p_Firmicutes	Commensal_microbes
3c7228b66038b74285cde6a69d28a4bd	p_Bacteroidetes	Commensal_microbes
3d59754994ad442a8c7e69589d74a6ce	p_Proteobacteria	Commensal_microbes
3d5baff45729bf2214074c2e9f77ad10	p_Proteobacteria	Potential_pathogens
3d6da4853055ccfc80db03cefee88f5a	p_Proteobacteria	Commensal_microbes
3eb129ba3c12a44620647798dde41194	p_Firmicutes	Commensal_microbes
3ebe761bfb1238c87195d431f41bf976	p_Proteobacteria	Potential_pathogens
41f3f39a0335a7392afa80327caf0f77	p_Firmicutes	Commensal_microbes
4245fe74d6dc62e222f933d3dc8502f5	p_Firmicutes	Commensal_microbes
426a58d7fde254d8ff01fac25e36ff0e	p_Bacteroidetes	Commensal_microbes
42e9464e281f53ba8a4f84d59d523431	p_Proteobacteria	Commensal_microbes
43904939ba355dce37c93c12823b71e2	p_Actinobacteria	Commensal_microbes
44158349d8858abc6c04aada0c131da5	p_Firmicutes	Commensal_microbes
46e9544e9c5e7ed6d90a7b50a8a9c990	p_Firmicutes	Commensal_microbes
47c305878bfc73bfeda34b2ae1a82ee1	p_Bacteroidetes	Commensal_microbes
47d2f0adc9e8063c45ed211dfd73fd63	p_Fusobacteria	Commensal_microbes
47dd73619a45151ac47a3f6b6958806a	p_Firmicutes	Commensal_microbes
485b61658eddfbbe67e757221b0d8ab6	p_Bacteroidetes	Potential_pathogens
48f0d876ee2f7c66d30de34394361f0b	p_Proteobacteria	Potential_pathogens
49f7701312ac7878e8c245d65760c2cf	p_Bacteroidetes	Commensal_microbes
4a1e5e44473fcf41f308288148927289	p_Proteobacteria	Commensal_microbes
4b7712254e4dd8d5bc585d4a6c5c2e88	p_Fusobacteria	Commensal_microbes
4cc817431b3c62a5fc9a845599d17ac5	p_Proteobacteria	Commensal_microbes
4ddcfae7911092976b66d0799c96d4d7	p_Bacteroidetes	Commensal_microbes
4e0763702795e6afb59e7d22281a0099	p_Firmicutes	Potential_pathogens
4f5efd25dacb5d639316e7291ff6ff8b	p_Proteobacteria	Potential_pathogens
4fba6fef450158c1bd1cbcb5a0e8f5e5	p_Bacteroidetes	Commensal_microbes
54020de1a2128769e363d30add67582c	p_Deinococcus-Thermus	Commensal_microbes
550e67990490201211cecffcea993240	p_Spirochaetes	Commensal_microbes
5643a8775757764abd83894a2cd7889f	p_Firmicutes	Commensal_microbes
5648dccee530d68ceb3e4d7d22cf8756	p_Proteobacteria	Potential_pathogens
56a1183bb6660dcf141f82b6b044402e	p_Spirochaetes	Commensal_microbes
56bde454092279f47b556883d5909620	p_Firmicutes	Potential_pathogens
56de2ad73463b873a35deb39961b7fed	p_Proteobacteria	Commensal_microbes
59777186ad2e0947e97615b5d6225136	p_Firmicutes	Commensal_microbes
598d37aa0ecec87f152ac33f00540309	p_Bacteroidetes	Commensal_microbes
59f7d8a7f37d6eeec95eb556f33da267	p_Proteobacteria	Commensal_microbes
5a7b179b1b45f0fe2282f260bf073f60	p_Actinobacteria	Commensal_microbes
5c1dd48ef0a674513626f5c85ea126ee	p_Bacteroidetes	Potential_pathogens
5d047879489ed3ab2b46680099f20df7	p_Fusobacteria	Commensal_microbes
5dc4a87514f65e55bd373c1283e95fc4	p_Bacteroidetes	Potential_pathogens
5f739b525275d4c54d06fe3d725c9a27	p_Bacteroidetes	Potential_pathogens
601101d33cdf43a40bd674a50711af52	p_Firmicutes	Commensal_microbes
617e66986561b6b92842b3469980c4a7	p_Proteobacteria	Commensal_microbes
61d3681d1e82fd381aaa278aa83a82af	p_Firmicutes	Potential_pathogens
63749f93fa752451b71632e68523bb95	p_Fusobacteria	Commensal_microbes
644fd07dc284e48b3f9bdbf76078fd2e	p_Firmicutes	Commensal_microbes
65d43491988bfe557da4d86a5ba25dae	p_Firmicutes	Potential_pathogens
6616dc3bd6aeb3e26b9b2218290ea574	p_Bacteroidetes	Commensal_microbes
66183e8ac50b4ff7206c7b4f56bcea76	p_Tenericutes	Commensal_microbes
6657c0e5e27506809598b1cff6e944c3	p_Fusobacteria	Commensal_microbes
665cdf4f926f0d35ee50f8a7aa7f8864	p_Firmicutes	Commensal_microbes
66a9ece5a3664b5fd81ad0244ed3b5d3	p_Bacteroidetes	Potential_pathogens
675c847bccbc53942ebb7b8cbb4efc4d	p_Bacteroidetes	Potential_pathogens
67a5c29ddb5d1eeda2b8780bb4694235	p_Firmicutes	Commensal_microbes
68478e98da7ebca4745ffc125ba02668	p_Actinobacteria	Commensal_microbes
685a1812a6e46f72d7cf1f4a060b8e96	p_Actinobacteria	Commensal_microbes
685b8b482de17e1f4b38ac8c79b4e65f	p_Fusobacteria	Commensal_microbes
68a9a8d8da1080f31a76648ced142371	p_Actinobacteria	Commensal_microbes
6941eda7df776b8ff1deeb8824906b14	p_Patescibacteria	Commensal_microbes
6a4c0e5943a7eb8c9f0b5b5e69171828	p_Actinobacteria	Potential_pathogens
6addbdcf8cdad8201770ae689f90e870	p_Bacteroidetes	Commensal_microbes
6cb8554bacf666885f13532fe255ae86	p_Firmicutes	Commensal_microbes
6d860023f7cb5928a25af41e9f53ed30	p_Bacteroidetes	Commensal_microbes
6e3e062d65c1b047950a2492118eb70b	p_Patescibacteria	Commensal_microbes
6fcad71a1f8cb2b13581ebe78f6ef25c	p_Proteobacteria	Commensal_microbes
70dbac76545ca7f0d29e40f47caf5706	p_Bacteroidetes	Commensal_microbes
712f610d95151fd7db44bd3a13e3ad15	p_Bacteroidetes	Potential_pathogens
715ccce623a963888d484f969b745fb4	p_Firmicutes	Commensal_microbes
71e19a290c752b6f4d849e0af86c8bb4	p_Spirochaetes	Commensal_microbes
732f61386b8757029b0891b0ddde928f	p_Actinobacteria	Commensal_microbes
76a2a89fb35336e7b117fc44ff915092	p_Firmicutes	Commensal_microbes
77a920bd965da12d31f93c1adf2c5ea1	p_Actinobacteria	Commensal_microbes
785d67b0c0232c96a21b7bf1c46f0a79	p_Bacteroidetes	Potential_pathogens
7a4b9a8b5335be29dfb281a62b1904ac	p_Bacteroidetes	Potential_pathogens
7af6fc12809fdafab918881f836460f8	p_Firmicutes	Commensal_microbes
7b28c20e72c6c95b3e604f0849245770	p_Verrucomicrobia	Commensal_microbes
7d135dfbf857c62673695ef24332b100	p_Actinobacteria	Commensal_microbes
7d78ed99b08bd1723065fdd795d17e9c	p_Actinobacteria	Commensal_microbes
7e87735c204e7966d544fda276496db7	p_Firmicutes	Commensal_microbes
7f862b96f58f9f2a310e849bd3a65069	p_Bacteroidetes	Potential_pathogens
7fae613f7cc102eb5599d1caa6893bb9	p_Firmicutes	Commensal_microbes
7fb08fa9b7b2eef6a3db57d0de769227	p_Firmicutes	Commensal_microbes
8048c6d48b7eb0a432dc4aa28e73ecce	p_Proteobacteria	Commensal_microbes
80ac5cb7d06bd97f96c66b7cc0e51d1d	p_Spirochaetes	Commensal_microbes
8135beec331a8d558070c38b580e4b8e	p_Firmicutes	Commensal_microbes
814d36cce47414becceb7665900831e6	p_Fusobacteria	Commensal_microbes
818434292143daca42a3168f3728da82	p_Firmicutes	Commensal_microbes
81b14a06fe51fed6aaa311ff4e370125	p_Bacteroidetes	Potential_pathogens
820f6693f569e339f183638cd73a7fe6	p_Actinobacteria	Commensal_microbes
8247c77d2592b58dd67457aa5338b169	p_Bacteroidetes	Potential_pathogens
82dece6e35540738ba450a0c3a90b5a0	p_Proteobacteria	Potential_pathogens
8365c56e7d1f57079c8821b426206d94	p_Epsilonbacteraeota	Commensal_microbes
836cd5ea357ad392c00a7e48d921be1d	p_Bacteroidetes	Commensal_microbes
85c44c83eddc5d3028261a1000b7d0e1	p_Firmicutes	Commensal_microbes
861c43480c852e1733dce289b09a66e5	p_Proteobacteria	Commensal_microbes
864267f12bedace19272af56224498c7	p_Proteobacteria	Commensal_microbes
8674dcf0cfe35939037fa9a5b986866f	p_Fusobacteria	Commensal_microbes
86a59421a166502f3112163abc35415f	p_Patescibacteria	Commensal_microbes
86e4497c054a30a69e80832fa1dfd876	p_Bacteroidetes	Potential_pathogens
87461b5f2af4769574e5c3af8b7a3d03	p_Bacteroidetes	Commensal_microbes
878fc53ff6f6333a92673b700951fa1b	p_Bacteroidetes	Commensal_microbes
886813d6c66ef41ef648c9b92ffde619	p_Actinobacteria	Commensal_microbes
89518c461c1f5cdb4568df5372955e96	p_Bacteroidetes	Commensal_microbes
8ae885b74c0c26b7c757e8fa4bf3f226	p_Firmicutes	Commensal_microbes
8b53c1e7c9d8c5c7f2478c690c456448	p_Firmicutes	Commensal_microbes
8ba280960c38302d7e1581541c595b59	p_Proteobacteria	Commensal_microbes
8d35d777e6abf2644eb139cf26bf2cbc	p_Firmicutes	Commensal_microbes
8e175abe6a746b8f33bae9cd7c8192bb	p_Firmicutes	Commensal_microbes
8e493df449e84acb4e24f5811ff3599b	p_Firmicutes	Commensal_microbes
8e80ec2ce7273253b1e98358d64aef04	p_Proteobacteria	Commensal_microbes
8f2b0e2fc9c1738f298f80558b81e0b6	p_Firmicutes	Commensal_microbes
8f92285a09a85541ec6a6227f460846d	p_Bacteroidetes	Commensal_microbes
900459d7792d6eda2a65aa3b2063fad6	p_Bacteroidetes	Commensal_microbes
9104e464668ba956eb9de3d3d2f9eb19	p_Epsilonbacteraeota	Commensal_microbes
922d33a2963d3e87a3d4df6b82371235	p_Firmicutes	Potential_pathogens
923f521b9cf313f1f95c9367e09bbc1c	p_Firmicutes	Commensal_microbes
9252a890d5bdf6deb34361e3aa1a4f0e	p_Bacteroidetes	Potential_pathogens
9282e20164736c7ada9bd98d04654b5e	p_Proteobacteria	Commensal_microbes
9382cd508f3bd05365a844dea9bc2162	p_Actinobacteria	Commensal_microbes
942ec60e75a4f9183b9b69cbf8960379	p_Firmicutes	Commensal_microbes
958d54f6c2724fdc04ad01d39d59aaca	p_Bacteroidetes	Potential_pathogens
95fdd816723ca482a5caba10bea171c8	p_Firmicutes	Potential_pathogens
9639a3291729a3758207b47715d9205f	p_Firmicutes	Commensal_microbes
98168468361844b704d3747b8dfaadaa	p_Spirochaetes	Commensal_microbes
98aa7bb57619ef31b3aab7b8282b3451	p_Patescibacteria	Commensal_microbes
98bcf713cdab713b589f72f2ebcef570	p_Firmicutes	Commensal_microbes
9908fffab7ed4f3bec44cda2f5084d49	p_Firmicutes	Potential_pathogens
99bccd58aaeb00f98e22add40be6e36b	p_Firmicutes	Potential_pathogens
99deb3c5ecb022ec05609ebd1112a557	p_Bacteroidetes	Commensal_microbes
9b08c9354fd61c20fcaeab86131b8dbd	p_Proteobacteria	Potential_pathogens
9b84c28457b400b5694dd08547a42e61	p_Bacteroidetes	Commensal_microbes
9d254fcb4c3b261d06dd6e9e27816bfc	p_Bacteroidetes	Commensal_microbes
9d5054752ed33d6a22bd0f96b5618b1c	p_Bacteroidetes	Commensal_microbes
9db6065dfa5f306778c1a370f3267d73	p_Bacteroidetes	Commensal_microbes
9e1b1776cd5973bca311645149a85b87	p_Firmicutes	Commensal_microbes
9e3226efaf559eb14a478f880462cb8a	p_Firmicutes	Commensal_microbes
9e3e61ab8f8501e49dfd6f9a0af91d14	p_Firmicutes	Commensal_microbes
9ee9d7f1e7a96963f1ee2668f858fced	p_Firmicutes	Commensal_microbes
a09d6150a76ed5b484f9157717ad126a	p_Bacteroidetes	Commensal_microbes
a13bf7c319da6c5c437261c2a4e3c6a1	p_Spirochaetes	Commensal_microbes
a1449b1be756f1d781c8085dc619700c	p_Bacteroidetes	Potential_pathogens
a1b31da3a50890aadc04fca003e3e007	p_Firmicutes	Potential_pathogens
a22c8ef72659b99e76dd5d4ec6b37843	p_Actinobacteria	Commensal_microbes
a2cec0e8d7fe26f1b4376f3692c2c51e	p_Firmicutes	Commensal_microbes
a375ce81db65e848c1f762344851193f	p_Fusobacteria	Commensal_microbes
a4eac9fcad4c5f9555c01a06d10b6fc6	p_Firmicutes	Commensal_microbes
a537d8bab85c83b0e74c73c55790324b	p_Proteobacteria	Commensal_microbes
a814e18dc6c018749b8c0e8f314a63aa	p_Actinobacteria	Commensal_microbes
a82d1e0712d504e0239634e3e5321438	p_Bacteroidetes	Commensal_microbes
aa9b3a1418d146c262ec63305292065a	p_Actinobacteria	Commensal_microbes
aafb6ca6537c21f170ece1de474769ab	p_Firmicutes	Potential_pathogens
ab194b768a4f58794c925c5a7f73dc9c	p_Bacteroidetes	Commensal_microbes
ad507e5af33142b0fa3228bd0eb25923	p_Bacteroidetes	Commensal_microbes
ad74eabc2b6ff455a8f1892bee15a3cc	p_Tenericutes	Commensal_microbes
ae29267a42a7f7a6bc8b73ec5e672ee1	p_Proteobacteria	Potential_pathogens
b0074af6b9640c09199843a3114c6a6c	p_Bacteroidetes	Commensal_microbes
b022b5312f30be684bdd2cc66030dea5	p_Firmicutes	Commensal_microbes
b03d2e5ac94c7a0d115e5c542e9315e8	p_Firmicutes	Commensal_microbes
b0b4dde3991e8da02f84cf77e5a35d63	p_Epsilonbacteraeota	Commensal_microbes
b0f5209ef3b4eba6f0348affcacd5862	p_Firmicutes	Commensal_microbes
b15193fce14759d1c06728933e044af6	p_Bacteroidetes	Commensal_microbes
b1a2eb74f17971864ed1ed964da108e5	p_Fusobacteria	Commensal_microbes
b2574632cd105083065793a728d40c81	p_Firmicutes	Commensal_microbes
b3caf1cebbd99b08e7814febe747ea05	p_Bacteroidetes	Commensal_microbes
b407c0316dbd17ba50708ee7a6bb48e6	p_Firmicutes	Commensal_microbes
b455ef92c8751379d0518d2f9f29e93a	p_Bacteroidetes	Commensal_microbes
b484195da5a669012008758c2f88fb90	p_Firmicutes	Commensal_microbes
b601b2ea2b069de7516ec6135c79ee29	p_Actinobacteria	Commensal_microbes
b688fd2360318f8ca8b3cc33fb7af7d2	p_Firmicutes	Commensal_microbes
b7b4ecb07e1719860260746a5443092a	p_Bacteroidetes	Potential_pathogens
b84c6d1c92b851d4e94f37d56f65a538	p_Bacteroidetes	Potential_pathogens
b8ebd974777e946c70174def839dd342	p_Epsilonbacteraeota	Commensal_microbes
b92f639f5ee6083c29a04ba7af01e594	p_Proteobacteria	Potential_pathogens
ba430d5e27861988066538a27c3742d0	p_Fusobacteria	Commensal_microbes
bb7e5c6df18c100b97f890fc35eb2911	p_Proteobacteria	Potential_pathogens
bed671b4676144142cebd192b690f499	p_Firmicutes	Commensal_microbes
bf611493002f5918a68778bde2def567	p_Bacteroidetes	Commensal_microbes
c06ccd1f7d57566ef669942328b1a946	p_Proteobacteria	Potential_pathogens
c1ad866ca4cc57cefffbfdb11f5388b8	p_Proteobacteria	Potential_pathogens
c24e0e391aa836b5eae25567c7eb89ee	p_Firmicutes	Commensal_microbes
c3a43e9dca56be145dbc08c893128e6f	p_Epsilonbacteraeota	Commensal_microbes
c48070f3061b086b60ff32f77e0002fa	p_Firmicutes	Commensal_microbes
c5e48d33cc9cb2091f9867c5937315dd	p_Actinobacteria	Commensal_microbes
c67ba62f34a05261ea7a810ff643a52c	p_Firmicutes	Commensal_microbes
c6c3ab4e828fb40d6e05967b7aac9338	p_Firmicutes	Commensal_microbes
c83c84c8f82639c3bcb16c5630f257b2	p_Firmicutes	Commensal_microbes
c845eda99662b5a88a8c8e979ec07dd0	p_Proteobacteria	Commensal_microbes
ca647fe90e501808421954e5fbf9faa6	p_Firmicutes	Potential_pathogens
ca6e8c9e4b092b9e0eb5f3cb54ffe8fc	p_Proteobacteria	Potential_pathogens
ca9c66d47347c03d0343d6fe03ed8636	p_Proteobacteria	Potential_pathogens
cb7b110627b75c179449ecb70f8bc8d0	p_Bacteroidetes	Potential_pathogens
cbef40f459197faa8de7bba6a4764a34	p_Bacteroidetes	Potential_pathogens
cd9401a6bce4a63af516d06d2a843f9d	p_Firmicutes	Commensal_microbes
cdf14d2fed157f8032715a22d3bf4573	p_Bacteroidetes	Potential_pathogens
ce54fd570e2891bb1c24b6b985436151	p_Bacteroidetes	Commensal_microbes
cec5a19c0bc75874dbf4cba133b10815	p_Bacteroidetes	Potential_pathogens
d15bc449222795a9ff230013aa633686	p_Proteobacteria	Potential_pathogens
d23dcbe0b3e253d3d5f462f07b5bea0b	p_Firmicutes	Commensal_microbes
d42c2c701a03cca039cfb8802c410314	p_Proteobacteria	Potential_pathogens
d46e2205f0c6ecf67b51f83d111c509c	p_Proteobacteria	Potential_pathogens
d48698c4d279e61a7bc78931ca730b40	p_Actinobacteria	Commensal_microbes
d639e9434c8f50838a4a89f78f19998f	p_Bacteroidetes	Commensal_microbes
d76d59ec71de0e3b22da0c9cd564d41a	p_Firmicutes	Commensal_microbes
d7926eba30ca0f01bac6fc5d090e9ab9	p_Bacteroidetes	Commensal_microbes
d7c993fe2e7c409aff6d711fb8a8caae	p_Firmicutes	Potential_pathogens
d829bee4984f82ffc2453212157caf96	p_Proteobacteria	Potential_pathogens
d83f60183d81253a505beaeef3cd168f	p_Actinobacteria	Commensal_microbes
d8a05ea8aecfcf5910db345be88e712a	p_Bacteroidetes	Potential_pathogens
d8e7f9181e4d5a4a6453e9ca9996a43f	p_Bacteroidetes	Commensal_microbes
d900eb33f6b4bc449aab64df16ae18b2	p_Bacteroidetes	Commensal_microbes
d9eea834805833ac21a86fdabedd8556	p_Firmicutes	Commensal_microbes
da6a7cba87e0895b9cbe6037b9bd8b3b	p_Bacteroidetes	Potential_pathogens
dbcdaca3ee9e9fe75d8829e87b8551dc	p_Proteobacteria	Commensal_microbes
dc9ddb6b3c51c6926b26dc6d65ff66c3	p_Bacteroidetes	Commensal_microbes
dcb780205dff9735d08f1a23c93470cf	p_Firmicutes	Commensal_microbes
dd7cc08d0ee3a3481d409879ca2f066b	p_Bacteroidetes	Potential_pathogens
def5b6d8524e4fc6941620c712f1074d	p_Bacteroidetes	Potential_pathogens
df37b62e507e32409df4885c1ad2ce14	p_Bacteroidetes	Commensal_microbes
df8456a1abbfb4c8a2c450b44378d4cb	p_Actinobacteria	Commensal_microbes
e021b1d10d3d00e2ef45a16fce40938e	p_Firmicutes	Commensal_microbes
e1d4f1eb76345f33375935a9f39dbde1	p_Proteobacteria	Commensal_microbes
e341d76ffa2250ed506c5fb284abdca6	p_Firmicutes	Commensal_microbes
e3537d63b833a7b2ccd4e5189fb430a1	p_Bacteroidetes	Commensal_microbes
e3f6085120269cc587278b4f3486c200	p_Bacteroidetes	Commensal_microbes
e4058d5037f2c99fb08fb9e496662f5a	p_Tenericutes	Commensal_microbes
e4fb0081d4b0d27e8f5f9c663cb660d5	p_Bacteroidetes	Commensal_microbes
e502ebea2a54a6f839d310d6d57e7d47	p_Fusobacteria	Commensal_microbes
e5c19d7800b18015f3a917fc015fc42f	p_Proteobacteria	Commensal_microbes
e5ed6e7ed81822ee334ce7323fa96e1b	p_Bacteroidetes	Commensal_microbes
e606e6a9dbcbaefd0fe8f53571bbcab0	p_Bacteroidetes	Potential_pathogens
e6319544c74fec49ebcbbc75ccb9162f	p_Proteobacteria	Potential_pathogens
e646037b0d1ed8bbd16c6ce2f4372732	p_Tenericutes	Commensal_microbes
e708751e62639cc0951c413f92ea7620	p_Fusobacteria	Commensal_microbes
e760971780dcb309a237f68058c31e6d	p_Firmicutes	Commensal_microbes
e78ecb138a8bee2a728274b849db12c1	p_Proteobacteria	Commensal_microbes
e7ab4b543a03582976d41c0df48b69fe	p_Firmicutes	Commensal_microbes
e7e1373564db3d14aa3c8cb4371d2f41	p_Fusobacteria	Commensal_microbes
e811a0533e11feeb36b2121eb5d26458	p_Fusobacteria	Commensal_microbes
e8386d3a307c208c4b9f0a756259cd6b	p_Proteobacteria	Potential_pathogens
e865f29a716e8d51f83931befa951240	p_Firmicutes	Commensal_microbes
e93b313352019b8113e7fc66bf757917	p_Firmicutes	Commensal_microbes
ea403646ed22d679fa4586263d8fc32f	p_Proteobacteria	Potential_pathogens
eaec3537b269faaf09eedbfd87549aad	p_Fusobacteria	Commensal_microbes
ebfa2bf5f3b4bcbc56de0128026b4ace	p_Firmicutes	Commensal_microbes
ec662628330038e4e60be34e6af3a590	p_Proteobacteria	Commensal_microbes
ec6665f4d7bda38bfb9ebcac845d2067	p_Actinobacteria	Commensal_microbes
ec6732c2e0d4cf64b3d0350e7fe3defb	p_Firmicutes	Commensal_microbes
edb02840fe91e2472e2935917600da98	p_Bacteroidetes	Potential_pathogens
edc9e5c16e40aff1eadce6597940f08f	p_Firmicutes	Potential_pathogens
